sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,ma_ngoai_ngu
2013569,7.2,6.0,5.6,7.0,6.75,7.0,N1
2013571,6.8,4.5,6.0,6.0,7.25,4.5,N1
2013572,7.6,7.5,8.2,6.5,7.25,7.25,N1
2013574,7.8,6.5,6.8,4.5,7.75,8.0,N1
2013575,7.8,6.5,6.2,7.0,6.0,5.5,N1
2013576,7.0,7.0,7.2,5.0,7.25,6.5,N1
2013577,8.6,7.5,7.4,7.5,8.75,8.0,N1
2013578,6.2,6.75,4.6,6.5,7.5,5.0,N1
2013579,8.4,7.5,7.4,7.25,7.5,6.25,N1
2013581,6.4,6.75,4.4,5.5,7.0,5.75,N1
2013584,7.6,6.25,5.6,6.25,7.25,7.75,N1
2013586,6.8,6.25,6.6,5.75,6.25,5.25,N1
2013589,6.2,5.0,3.2,4.75,5.0,5.5,N1
2013590,7.0,7.25,6.2,6.75,7.5,6.75,N1
2013591,7.4,6.75,7.6,5.25,5.75,5.75,N1
2013592,7.0,6.0,6.6,7.0,6.0,6.25,N1
2013593,7.2,8.25,8.0,6.5,6.75,7.0,N1
2013594,7.6,8.25,8.2,3.5,5.75,4.5,N1
2013595,7.4,7.5,6.4,7.0,7.0,4.75,N1
2013596,7.8,7.25,6.0,6.5,7.5,6.25,N1
2013597,6.8,7.0,4.4,4.75,5.75,5.5,N1
2013598,8.2,5.25,9.2,7.5,7.25,7.25,N1
2013599,7.8,6.75,6.2,7.5,7.25,6.0,N1
2013600,6.6,5.0,8.6,7.0,5.5,7.25,N1
2013601,7.6,6.75,6.0,7.5,8.75,6.5,N1
2013602,5.8,6.25,8.0,4.0,4.5,6.0,N1
2013603,5.0,5.0,3.8,4.0,3.5,5.5,N1
2013604,7.0,7.5,5.8,4.75,5.75,6.75,N1
2013605,7.4,7.0,6.8,6.0,6.5,6.25,N1
2013606,7.0,6.0,7.8,7.75,6.25,5.0,N1
2013631,7.0,6.25,6.0,5.75,6.5,7.0,N1
2013633,6.8,4.0,7.4,7.0,5.0,4.75,N1
2013635,8.2,4.75,8.4,7.75,8.0,6.0,N1
2013636,7.4,6.75,6.8,6.25,7.25,6.25,N1
2013637,7.2,6.25,4.8,5.5,6.75,7.0,N1
2013638,7.4,6.0,6.2,6.75,7.25,6.75,N1
2013639,7.0,7.25,6.4,6.0,6.25,6.5,N1
2013640,7.4,7.75,8.6,8.0,6.5,6.5,N1
2013641,7.6,6.75,5.6,8.0,7.5,6.5,N1
2013643,8.4,7.0,8.8,6.75,8.0,7.25,N1
2013646,6.0,6.25,3.2,4.75,6.25,5.5,N1
2013647,7.8,6.25,7.0,7.25,5.75,7.0,N1
2013648,6.6,6.25,4.8,4.25,6.25,5.25,N1
2013650,8.4,7.0,8.6,8.0,6.5,7.0,N1
2013651,7.4,6.25,6.8,6.75,9.0,8.25,N1
2013656,7.4,6.75,7.4,6.25,7.25,7.25,N1
2013658,7.0,7.75,6.6,6.25,7.75,6.25,N1
2013659,7.8,8.5,8.8,8.0,6.5,6.25,N1
2013662,7.6,7.5,7.0,6.75,7.75,8.0,N1
2013665,7.6,7.25,8.0,6.25,7.25,6.75,N1
2013666,7.6,7.0,5.0,6.5,7.25,4.75,N1
2013667,8.8,6.25,8.2,7.75,7.75,6.75,N1
2013668,8.4,6.25,7.6,7.25,7.5,6.75,N1
2013672,7.0,5.5,8.8,7.25,7.5,6.25,N1
2013674,6.4,6.0,4.6,3.75,6.75,6.25,N1
2013676,6.8,7.25,6.8,7.0,6.5,7.5,N1
2013677,7.6,7.5,8.8,7.5,7.75,8.25,N1
2013679,7.2,5.75,7.4,5.25,5.75,7.0,N1
2013681,7.2,7.0,7.4,6.0,6.25,5.25,N1
2013682,8.0,6.25,8.6,7.5,7.25,7.0,N1
2013686,8.2,7.0,9.2,8.5,7.0,7.0,N1
2013687,7.0,8.25,7.0,6.0,7.5,7.75,N1
2013692,7.8,8.0,8.0,8.0,7.5,8.0,N1
2013693,7.2,7.5,7.2,6.5,6.25,6.75,N1
2013696,6.2,7.25,4.8,4.5,4.5,6.0,N1
2013697,6.4,8.75,8.8,6.5,8.0,6.5,N1
2013700,7.4,7.5,7.6,7.75,8.25,6.5,N1
2013703,8.4,5.5,6.4,7.25,7.75,7.75,N1
2013704,8.4,8.25,8.4,8.5,7.0,7.25,N1
2013705,6.8,6.25,8.0,6.0,5.75,5.0,N1
2013706,6.6,7.75,5.0,5.75,6.5,7.0,N1
2013707,6.6,7.5,5.4,5.75,8.0,6.5,N1
2013708,7.6,6.5,7.4,5.0,7.25,7.25,N1
2013712,7.8,7.25,8.0,6.75,7.0,7.25,N1
2013713,7.2,7.75,7.8,7.5,6.75,7.25,N1
2013718,9.0,7.0,8.4,8.25,8.5,6.0,N1
2013719,7.8,7.0,8.0,7.0,7.0,6.5,N1
2013720,6.8,6.25,5.2,6.5,6.75,6.75,N1
2013721,6.8,7.0,5.8,4.5,6.0,8.25,N1
2013723,7.0,7.25,8.4,6.75,6.25,5.75,N1
2013725,7.2,7.0,8.0,6.0,7.75,8.0,N1
2013726,8.2,8.0,7.8,7.5,8.0,5.0,N1
2013727,7.4,7.0,7.8,6.0,4.75,5.25,N1
2013729,7.8,8.0,9.0,7.75,7.0,6.25,N1
2013730,7.6,7.0,6.8,7.0,6.25,5.75,N1
2013731,7.6,4.0,8.4,6.75,5.5,5.75,N1
2013732,7.8,7.25,4.6,6.0,4.5,4.75,N1
2013733,7.0,6.25,7.4,4.25,4.25,3.75,N1
2013735,7.6,5.25,7.6,6.25,5.25,4.75,N1
2013736,7.0,8.0,6.0,5.75,4.75,6.0,N1
2013738,7.6,7.25,7.6,8.25,7.25,6.25,N1
2013739,6.8,3.75,6.6,5.25,4.75,3.25,N1
2013740,7.8,7.25,7.6,7.5,6.0,7.25,N1
2013742,7.6,7.0,7.2,5.5,6.75,6.25,N1
2013744,7.8,6.75,7.2,4.75,3.25,4.75,N1
2013746,8.0,7.25,8.4,8.5,7.0,7.0,N1
2013747,7.8,7.5,6.8,7.25,6.25,5.25,N1
2013748,7.2,7.0,8.0,6.25,5.25,5.25,N1
2013750,8.2,5.75,6.0,5.75,6.75,5.25,N1
2013751,6.8,6.0,7.0,6.25,6.0,4.75,N1
2013753,7.4,6.5,6.0,4.5,3.5,5.25,N1
2013754,6.6,6.25,4.8,5.25,4.5,5.0,N1
2013756,8.6,6.25,6.6,7.75,8.5,5.75,N1
2013758,7.4,6.5,7.6,5.25,5.25,5.5,N1
2013759,6.8,6.25,8.2,5.0,5.0,4.5,N1
2013760,6.0,6.5,7.0,3.75,5.0,4.75,N1
2013761,7.4,7.5,9.0,6.5,7.0,6.25,N1
2013762,7.2,5.0,8.6,3.75,4.25,5.25,N1
2013763,6.0,4.5,5.6,5.25,5.0,5.0,N1
2013765,8.4,6.5,5.4,6.25,4.75,5.25,N1
2013766,7.2,8.25,8.0,7.25,8.0,6.0,N1
2013767,7.4,5.75,5.4,5.5,6.25,4.0,N1
2013769,7.4,5.5,7.8,5.5,8.0,6.75,N1
2013770,6.4,6.25,8.6,7.5,5.5,5.5,N1
2013771,7.6,7.25,9.0,5.25,8.25,8.5,N1
2013772,7.4,7.75,7.2,7.5,7.75,5.25,N1
2013773,7.2,7.75,7.8,6.25,7.5,5.5,N1
2013774,7.2,8.25,6.8,8.75,7.0,5.5,N1
2013775,7.4,7.25,9.0,6.75,6.25,5.75,N1
2013776,8.0,7.0,8.2,7.5,7.75,6.0,N1
2013778,7.0,6.5,9.0,6.75,7.0,6.5,N1
2013779,7.6,5.0,4.8,8.25,7.5,4.25,N1
2013780,7.4,6.5,7.8,6.25,3.5,5.25,N1
2013781,7.4,6.5,8.0,7.0,5.25,5.5,N1
2013782,7.4,5.5,4.8,7.5,7.5,4.0,N1
2013783,7.8,6.25,7.2,8.0,5.5,4.25,N1
2013784,7.6,6.5,7.4,5.75,6.75,6.25,N1
2013786,6.8,7.5,5.8,5.5,5.75,5.5,N1
2013787,5.6,5.25,8.0,5.75,4.5,3.75,N1
2013788,7.0,5.0,4.4,6.75,8.0,7.25,N1
2013789,8.2,5.75,6.8,7.75,7.25,6.5,N1
2013791,7.0,6.0,5.8,6.5,6.5,5.75,N1
2013792,8.6,6.5,7.8,6.25,9.0,6.25,N1
2013794,8.4,7.0,4.8,4.5,5.25,4.5,N1
2013797,7.6,5.25,5.6,7.75,6.75,3.75,N1
2013800,7.0,7.5,7.2,5.0,6.25,6.0,N1
2013802,8.0,6.0,8.6,7.75,5.75,8.5,N1
2013803,8.4,8.0,8.2,7.25,7.5,6.0,N1
2013804,7.4,4.5,7.4,6.0,8.0,8.5,N1
2013807,7.0,7.0,5.8,6.75,6.25,4.0,N1
2013808,7.8,3.5,8.4,5.0,9.0,5.25,N1
2013809,6.4,6.5,8.2,5.0,4.75,5.0,N1
2013810,8.6,5.75,8.2,6.75,7.75,6.25,N1
2013813,7.4,6.25,7.4,7.25,5.25,3.5,N1
2013814,6.8,6.75,8.4,6.5,7.25,7.25,N1
2013815,8.2,7.0,6.0,6.25,7.25,8.5,N1
2013816,7.2,7.25,4.6,5.75,5.25,5.5,N1
2013817,7.0,8.75,7.2,7.25,7.75,6.75,N1
2013819,7.4,8.5,8.4,3.25,5.0,5.0,N1
2013820,7.6,8.0,7.2,5.25,5.5,6.75,N1
2013822,8.6,6.25,7.0,7.25,7.75,5.75,N1
2013823,8.0,6.25,4.0,6.75,6.75,5.75,N1
2013825,6.4,5.25,4.8,5.0,6.25,5.0,N1
2013826,7.2,8.0,6.2,6.0,7.25,5.5,N1
2013827,8.0,6.0,9.4,9.5,7.25,7.0,N1
2013828,7.6,8.0,7.8,6.5,7.75,7.0,N1
2013829,8.0,7.0,5.8,6.25,6.0,4.75,N1
2013831,8.0,4.0,9.4,6.5,6.25,5.0,N1
2013832,7.6,7.25,6.0,5.75,7.0,3.0,N1
2013833,7.6,7.0,6.8,4.5,5.5,5.5,N1
2013835,6.8,5.5,5.2,6.5,6.75,3.75,N1
2013836,7.2,7.0,8.4,6.25,5.5,6.5,N1
2013840,7.4,5.5,6.2,5.75,6.75,5.75,N1
2013841,7.2,7.25,7.0,7.75,7.5,6.25,N1
2013845,8.2,6.75,3.0,6.25,8.25,3.75,N1
2013847,8.2,6.75,8.0,8.25,8.75,7.0,N1
2013849,7.6,6.5,7.0,6.25,5.5,5.0,N1
2013850,7.4,6.25,2.8,6.0,6.75,6.75,N1
2013851,7.6,7.0,8.8,7.25,8.25,6.5,N1
2013852,7.8,8.0,8.4,5.25,4.75,6.25,N1
2013853,6.2,6.5,4.2,5.25,4.0,5.75,N1
2013854,7.4,5.5,7.6,7.0,7.0,5.75,N1
2013855,7.0,7.5,5.6,5.5,5.25,5.75,N1
2013857,7.6,5.75,7.6,5.5,6.25,5.25,N1
2013858,7.8,7.0,6.0,6.75,6.5,3.5,N1
2013859,8.2,6.25,7.8,4.75,6.75,7.75,N1
2013861,8.0,5.5,6.2,3.25,5.75,4.0,N1
2013862,7.2,5.75,5.6,8.0,9.0,7.0,N1
2013864,7.8,6.5,8.2,8.5,5.25,4.5,N1
2013865,7.8,6.75,6.2,6.75,7.25,6.0,N1
2013866,8.0,7.0,5.6,6.0,7.5,4.5,N1
2013868,7.6,7.25,6.0,6.5,8.0,5.0,N1
2013869,7.0,6.5,8.8,7.25,4.25,5.5,N1
2013871,7.4,6.25,5.2,5.0,6.0,4.0,N1
2013874,8.6,5.75,6.0,7.0,6.5,5.75,N1
2013876,7.0,5.75,5.8,7.25,7.0,5.75,N1
2013877,7.2,7.5,4.4,6.0,5.25,4.75,N1
2013878,8.4,7.0,6.0,8.25,8.25,7.25,N1
2013879,8.4,6.0,8.2,4.0,8.0,6.5,N1
2013880,7.2,6.5,6.2,6.25,6.75,6.75,N1
2013881,7.2,5.0,5.2,6.5,6.5,4.75,N1
2013883,7.4,6.0,8.2,7.75,6.0,6.25,N1
2013886,6.2,5.75,8.2,6.25,5.5,5.5,N1
2013887,8.6,7.0,7.6,8.5,5.25,5.25,N1
2013888,6.8,6.25,3.6,5.0,3.75,4.0,N1
2013889,7.8,5.75,8.6,7.5,6.25,5.5,N1
2013891,7.4,6.75,9.2,7.0,6.5,5.75,N1
2013892,7.4,6.0,8.8,8.75,7.75,7.0,N1
2013893,8.0,6.5,8.6,8.75,5.75,5.75,N1
2013894,8.6,6.0,8.6,8.0,9.0,7.75,N1
2013895,8.0,5.5,7.2,8.25,7.75,6.5,N1
2013896,8.4,5.25,6.8,6.25,6.25,5.75,N1
2013897,6.0,7.25,8.0,5.75,4.25,6.0,N1
2013898,7.4,6.75,7.0,6.25,6.25,5.25,N1
2013899,6.0,4.5,3.6,4.25,3.75,4.75,N1
2013903,7.8,7.25,7.6,6.25,7.25,6.75,N1
2013904,8.4,6.5,6.8,8.5,8.25,3.5,N1
2013906,7.6,6.0,6.8,5.75,5.0,4.5,N1
2013908,6.8,7.0,6.6,7.75,8.5,6.75,N1
2013910,7.8,8.0,9.0,7.0,7.75,7.0,N1
2013911,8.2,7.25,6.6,7.75,8.25,6.25,N1
2013912,7.8,5.75,8.2,8.5,8.25,7.0,N1
2013913,8.6,7.5,8.4,7.25,5.0,5.5,N1
2013917,7.6,7.5,7.0,8.25,7.25,5.75,N1
2013920,7.6,6.5,8.6,6.25,7.0,6.75,N1
2013921,7.4,6.75,8.8,7.75,5.5,5.5,N1
2013922,8.0,6.75,6.0,6.75,5.75,7.0,N1
2013923,7.6,5.0,6.0,8.0,7.75,6.5,N1
2013925,7.4,6.75,5.2,5.25,5.5,6.5,N1
2013926,5.4,7.25,7.6,4.25,5.5,5.5,N1
2013927,7.0,7.75,8.4,6.0,5.0,5.0,N1
2013928,7.2,6.5,7.2,6.25,5.5,6.75,N1
2013935,7.2,5.5,5.4,6.75,8.0,4.25,N1
2013936,8.6,7.75,9.2,8.25,8.75,7.75,N1
2013938,7.2,6.5,6.0,5.75,6.25,6.0,N1
2013940,6.6,7.25,6.6,5.75,7.0,6.5,N1
2013941,8.4,7.25,5.8,5.75,4.75,3.75,N1
2013944,6.2,8.0,8.6,4.75,4.75,6.25,N1
2013946,6.6,5.75,6.8,4.5,5.0,5.75,N1
2013948,6.8,6.75,7.4,5.0,4.25,3.75,N1
2013949,7.2,7.0,6.0,5.0,5.25,4.5,N1
2013950,7.2,5.0,5.4,5.5,4.75,6.25,N1
2013951,7.4,6.75,4.8,5.25,5.25,4.0,N1
2013952,7.8,6.25,7.6,5.75,6.75,5.25,N1
2013954,8.2,7.5,5.8,7.5,5.75,5.5,N1
2013955,7.8,7.75,9.2,7.25,5.75,7.75,N1
2013956,6.4,6.75,6.8,5.75,7.25,5.75,N1
2013957,7.0,7.0,6.8,7.75,7.0,6.0,N1
2013959,7.8,8.25,7.6,7.0,7.0,5.75,N1
2013961,5.8,6.75,6.8,5.25,5.75,4.5,N1
2013962,7.6,7.25,8.6,6.5,7.75,6.0,N1
2013963,7.0,7.0,7.0,7.0,6.0,5.0,N1
2013966,7.2,7.75,8.2,5.75,6.0,7.5,N1
2013967,6.2,6.5,3.8,5.5,3.25,3.0,N1
2013968,8.0,6.5,8.6,7.25,6.75,7.25,N1
2013970,8.6,6.25,4.8,7.75,8.25,6.0,N1
2013971,7.4,6.5,8.4,6.25,7.25,7.25,N1
2013972,8.6,5.75,7.2,7.75,8.5,5.5,N1
2013974,7.0,7.0,8.8,8.0,7.0,5.75,N1
2013979,7.8,6.75,9.0,6.25,7.5,7.25,N1
2013980,6.2,7.5,4.8,5.75,5.75,5.75,N1
2013985,7.2,5.5,5.0,6.0,6.5,3.5,N1
2013988,6.6,4.75,6.8,5.75,5.0,3.75,N1
2013989,7.0,3.5,3.2,6.5,7.5,4.25,N1
2013990,7.4,6.75,6.8,7.0,6.0,4.25,N1
2013991,8.2,6.75,6.6,6.5,6.5,6.25,N1
2013992,8.0,6.0,2.8,8.0,8.25,5.0,N1
2013993,8.2,6.0,3.2,5.0,5.75,4.25,N1
2013994,7.6,5.75,3.4,7.5,7.5,6.25,N1
2013995,7.0,7.25,6.8,7.75,7.5,7.0,N1
2013996,7.4,7.0,8.6,3.75,7.25,8.0,N1
2013998,7.2,6.75,5.4,6.5,7.5,6.0,N1
2013999,8.4,5.75,6.4,6.75,6.75,5.0,N1
2014002,6.2,6.25,6.6,6.5,6.75,5.75,N1
2014003,7.6,7.5,6.6,5.25,6.0,7.0,N1
2014004,8.0,5.75,8.4,6.75,7.0,5.5,N1
2014005,7.2,8.0,8.8,5.75,8.0,6.5,N1
2014007,7.4,7.5,7.2,7.5,7.5,6.0,N1
2014009,7.6,7.75,9.6,7.25,7.25,7.0,N1
2014011,7.8,7.0,6.4,8.0,7.75,6.75,N1
2014012,7.8,7.25,7.6,7.75,8.25,7.0,N1
2014013,6.4,4.25,7.8,6.25,7.5,6.25,N1
2014016,7.6,6.5,7.6,8.0,6.25,5.25,N1
2014018,8.0,5.75,8.4,6.0,5.5,4.5,N1
2014019,7.0,3.75,7.0,7.0,7.0,7.0,N1
2014021,8.4,5.75,8.6,6.75,4.75,7.5,N1
2014023,7.8,7.75,5.6,7.75,8.0,7.0,N1
2014024,8.2,6.5,5.0,7.5,6.5,7.0,N1
2014025,6.0,6.5,4.4,5.25,4.75,7.25,N1
2014026,8.2,5.25,4.0,7.75,8.5,5.0,N1
2014027,8.2,6.75,3.8,8.75,7.25,5.25,N1
2014028,8.2,4.5,9.4,7.75,7.25,5.25,N1
2014029,7.0,6.5,8.6,6.25,7.75,7.0,N1
2014031,7.6,6.0,8.4,7.75,7.5,7.75,N1
2014035,6.6,7.25,5.6,3.0,6.25,6.75,N1
2014036,6.2,6.5,7.6,4.75,7.0,5.75,N1
2014038,7.2,6.5,8.4,4.5,5.5,5.75,N1
2014039,7.6,7.25,8.2,7.0,7.75,7.25,N1
2014040,7.6,6.5,4.0,5.75,4.25,5.5,N1
2014041,7.2,5.0,6.8,7.25,8.25,5.0,N1
2014042,8.4,5.0,8.0,6.0,3.75,3.5,N1
2014043,5.6,5.75,8.4,5.75,5.75,7.0,N1
2014044,8.4,6.5,5.8,6.5,5.25,6.25,N1
2014045,8.0,5.5,8.4,8.0,6.5,6.5,N1
2014046,6.8,7.25,4.4,5.5,6.5,5.5,N1
2014047,7.2,6.0,5.4,7.25,7.5,6.5,N1
2014048,8.2,7.25,5.0,6.75,7.75,6.0,N1
2014049,7.8,5.5,8.6,7.25,8.25,7.25,N1
2014050,7.0,7.5,4.4,7.0,7.0,2.75,N1
2014051,8.0,6.0,7.2,7.0,7.0,5.25,N1
2014052,7.2,5.25,4.4,5.75,5.25,3.75,N1
2014054,7.6,7.25,5.6,5.75,7.75,6.0,N1
2014060,7.4,5.5,5.4,7.25,6.25,5.5,N1
2014061,6.6,6.75,7.6,6.0,7.25,6.0,N1
2014063,7.2,6.0,3.6,6.5,6.5,5.25,N1
2014064,7.4,6.0,7.8,5.75,6.5,7.0,N1
2014065,6.8,7.25,8.6,5.5,3.5,5.75,N1
2014068,7.4,5.75,5.6,7.25,6.5,4.75,N1
2014070,7.0,7.25,7.6,6.25,7.5,6.25,N1
2014071,7.6,7.75,8.4,7.75,5.5,6.5,N1
2014073,6.6,6.5,6.2,4.75,3.75,4.5,N1
2014074,8.0,7.5,8.0,6.75,7.0,5.75,N1
2014075,7.2,5.5,5.6,6.0,6.5,4.75,N1
2014076,6.4,7.0,6.2,6.0,6.25,4.25,N1
2014077,8.0,7.0,8.6,8.0,7.25,7.0,N1
2014079,8.0,7.5,7.2,8.5,8.25,5.25,N1
2014080,8.0,6.75,7.4,3.25,5.25,6.25,N1
2014081,7.8,6.75,3.0,6.0,7.0,3.75,N1
2014082,7.2,6.5,6.6,6.5,7.25,6.5,N1
2014083,7.4,6.75,5.8,5.5,6.0,6.0,N1
2014084,6.4,5.75,8.2,5.0,5.25,6.25,N1
2014088,6.8,4.25,7.6,4.75,4.5,5.25,N1
2014089,8.0,6.0,6.8,7.75,5.75,6.0,N1
2014090,7.8,6.0,8.6,8.0,6.0,6.25,N1
2014092,7.4,6.5,8.2,6.0,7.5,6.0,N1
2014093,6.6,8.0,7.0,7.25,6.75,6.25,N1
2014094,8.0,4.5,6.4,6.5,8.0,4.25,N1
2014095,7.0,6.25,4.4,6.0,5.25,6.0,N1
2014096,8.0,6.75,7.8,7.25,7.75,6.75,N1
2014100,7.8,6.5,7.8,5.25,5.0,4.75,N1
2014103,7.4,7.25,6.4,5.5,7.5,7.5,N1
2014106,8.4,8.0,9.4,9.0,7.5,8.0,N1
2014108,6.8,6.0,8.2,5.5,7.5,7.75,N1
2014110,6.6,7.5,8.0,7.25,6.0,6.75,N1
2014111,7.8,7.75,6.2,8.0,8.25,7.5,N1
2014114,8.0,6.25,7.2,7.75,5.25,5.0,N1
2014115,6.4,6.75,7.6,7.5,7.75,6.5,N1
2014119,7.4,7.25,5.6,7.25,7.5,6.0,N1
2014120,7.2,6.5,8.8,6.0,6.25,6.25,N1
2014122,6.2,7.0,6.8,5.0,5.25,5.0,N1
2014123,8.0,6.0,8.2,6.5,7.25,6.75,N1
2014124,8.0,6.5,7.2,6.75,5.5,5.25,N1
2014125,8.4,7.25,6.6,7.5,7.75,6.75,N1
2014126,7.8,7.5,8.8,6.75,7.75,4.75,N1
2014128,7.6,5.75,6.2,8.25,4.25,4.75,N1
2014130,8.0,7.5,8.2,4.0,7.75,5.0,N1
2014132,7.6,6.0,8.6,6.75,6.75,5.5,N1
2014133,6.6,5.5,7.2,5.75,5.75,3.75,N1
2014134,7.8,6.0,8.8,6.75,6.5,4.75,N1
2014135,8.2,3.25,8.0,6.0,6.75,5.25,N1
2014136,6.4,6.75,5.4,5.75,7.0,5.75,N1
2014137,6.4,4.5,7.4,4.75,6.5,5.25,N1
2014138,7.8,5.5,7.4,6.25,5.75,5.75,N1
2014139,7.6,6.0,5.6,7.5,8.25,6.5,N1
2014140,6.4,6.75,5.4,5.5,5.5,5.75,N1
2014141,8.0,8.5,9.2,7.0,6.5,6.5,N1
2014143,7.2,7.75,8.2,3.75,5.75,6.5,N1
2014145,7.2,5.75,7.8,6.25,6.75,5.0,N1
2014146,6.8,5.75,4.4,6.5,6.0,4.75,N1
2014148,7.0,7.75,7.2,7.5,7.25,5.25,N1
2014151,7.2,6.25,6.1,4.5,6.5,7.25,N1
2014152,7.4,4.5,5.0,7.0,5.75,4.5,N1
2014153,5.8,6.25,2.6,4.5,4.0,5.0,N1
2014154,7.6,7.25,5.0,8.0,5.25,5.75,N1
2014155,8.4,6.75,8.6,7.5,8.5,7.5,N1
2014156,8.0,6.25,8.4,6.25,7.5,5.5,N1
2014157,8.2,5.75,8.2,6.0,5.25,5.5,N1
2014158,5.8,6.5,5.2,5.5,6.5,4.75,N1
2014159,7.8,6.0,7.4,4.5,7.0,4.25,N1
2014161,7.8,6.25,5.6,6.25,8.0,4.5,N1
2014162,8.2,6.0,2.4,7.25,7.5,4.5,N1
2014163,8.2,5.5,3.6,5.0,6.75,4.75,N1
2014164,8.2,5.0,8.0,8.0,5.75,4.0,N1
2014166,8.2,7.75,7.6,4.5,7.5,6.25,N1
2014167,6.6,5.5,5.8,6.0,5.0,4.5,N1
2014175,7.4,4.75,6.6,4.25,6.5,6.0,N1
2014176,8.2,5.75,9.2,6.5,6.0,4.25,N1
2014177,8.2,6.25,8.4,8.25,6.25,6.25,N1
2014178,7.4,5.75,6.2,5.0,5.5,4.0,N1
2014179,7.8,7.5,7.0,5.75,7.5,5.75,N1
2014180,7.8,7.25,9.0,6.5,7.0,7.25,N1
2014181,7.6,7.25,7.6,3.25,4.5,5.75,N1
2014186,6.8,6.75,6.2,6.75,7.5,8.0,N1
2014187,7.6,6.75,7.2,7.25,5.75,6.5,N1
2014188,7.8,5.75,8.6,4.5,5.5,4.25,N1
2014189,7.4,6.5,7.0,7.75,6.0,7.5,N1
2014190,7.2,5.75,5.6,5.0,5.75,5.25,N1
2014192,7.4,7.25,3.6,5.75,6.25,8.25,N1
2014196,7.0,4.5,5.2,5.25,6.25,3.25,N1
2014199,6.4,5.5,4.8,4.0,5.25,4.75,N1
2014200,7.4,5.0,3.8,5.5,6.0,6.25,N1
2014203,7.2,4.25,6.6,6.5,7.5,6.75,N1
2014206,7.2,6.75,7.2,6.5,6.0,7.25,N1
2014209,7.4,7.0,7.4,6.0,7.25,5.5,N1
2014214,7.0,4.25,5.4,7.25,8.0,6.25,N1
2014215,7.0,6.5,4.8,4.25,7.25,6.25,N1
2014216,7.0,5.25,4.8,5.75,7.0,6.0,N1
2014221,6.8,6.0,7.2,5.75,5.5,7.0,N1
2014223,7.0,6.25,6.2,6.0,5.75,7.0,N1
2014224,8.0,6.5,4.0,7.25,8.5,8.0,N1
2014226,6.8,5.25,6.6,5.0,4.75,5.75,N1
2014227,7.4,5.75,6.8,5.5,6.75,6.0,N1
2014229,6.6,5.0,3.8,3.5,6.0,3.5,N1
2014230,6.4,5.75,6.8,5.5,6.0,7.0,N1
2014233,7.4,5.5,5.0,7.75,7.25,7.25,N1
2014235,7.4,5.75,3.4,4.5,5.5,5.5,N1
2014240,7.6,6.0,5.6,5.25,6.75,5.25,N1
2014241,6.6,5.0,8.0,6.0,6.5,5.0,N1
2014242,7.0,6.0,5.8,6.5,6.5,8.0,N1
2014248,8.0,6.25,6.6,6.25,6.5,5.5,N1
2014249,6.8,6.5,4.4,5.5,5.0,7.0,N1
2014252,7.6,6.0,5.0,4.5,5.75,5.25,N1
2014255,6.6,5.25,8.4,6.5,7.25,6.5,N1
2014263,5.0,7.5,2.8,4.75,3.25,3.75,N1
2014265,6.8,5.25,5.6,6.5,8.0,5.75,N1
2014266,8.0,6.5,7.2,6.25,5.5,7.25,N1
2014267,7.8,5.5,5.2,5.25,7.75,6.0,N1
2014271,5.6,4.75,4.6,6.75,6.5,4.75,N1
2014274,6.6,7.0,3.8,6.5,4.75,6.25,N1
2014278,7.2,5.5,5.8,5.5,7.5,5.5,N1
2014281,6.4,5.25,5.0,4.25,6.0,6.0,N1
2014282,7.0,5.25,7.0,6.5,6.5,6.75,N1
2014285,6.8,4.5,7.4,5.5,6.25,4.0,N1
2014286,6.8,6.25,9.4,7.5,6.5,6.75,N1
2014288,7.2,6.75,6.8,5.25,5.5,6.5,N1
2014289,7.2,6.25,5.2,5.25,7.75,5.0,N1
2014291,6.8,7.5,6.0,7.25,7.0,6.25,N1
2014294,6.0,4.75,6.6,6.75,5.0,4.75,N1
2014295,5.6,5.25,6.0,7.0,5.0,6.0,N1
2014297,7.2,6.0,6.4,5.0,7.5,7.0,N1
2014299,7.0,5.0,7.2,6.25,7.25,6.75,N1
2014300,6.2,5.5,6.6,5.75,5.75,5.0,N1
2014301,5.6,4.25,7.2,5.0,3.75,4.5,N1
2014304,7.4,6.25,5.2,4.75,6.0,5.25,N1
2014309,7.0,3.75,5.6,4.5,6.75,6.25,N1
2014310,6.8,5.75,5.0,6.25,7.75,6.25,N1
2014311,6.0,6.0,4.8,6.5,4.0,7.75,N1
2014312,6.0,6.5,3.6,5.0,3.25,4.75,N1
2014313,7.4,5.75,5.4,5.5,6.5,6.0,N1
2014314,6.6,5.75,6.0,5.25,7.25,6.5,N1
2014315,7.6,5.5,5.8,4.5,6.5,6.0,N1
2014318,6.0,5.5,5.0,5.25,7.25,4.5,N1
2014319,6.8,6.5,5.8,5.0,5.5,5.0,N1
2014320,6.8,6.5,7.0,4.75,7.0,6.75,N1
2014322,6.0,6.75,5.0,5.0,6.0,5.25,N1
2014324,6.8,5.5,5.2,5.5,4.5,4.25,N1
2014325,3.8,5.25,4.0,4.75,2.75,3.5,N1
2014326,7.2,5.25,4.8,6.75,6.5,5.75,N1
2014328,7.2,5.0,7.6,5.5,6.0,6.75,N1
